Date,Close_AAPL,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL,priceAboveYesterday,year,month,day,priceToVolume,Close_price_lag_1,Close_avg_5_days,Close_avg_30_days,volatility_7_days,volatility_30_days
2022-06-15T00:00:00.000Z,133.46632385253906,135.34863339335774,130.24374808427632,132.34285389788312,91533000,1,2022,6,15,1.4581224678808634E-6,130.83506774902344,133.9965576171875,143.45855967203775,6.874161519573796,7.4297781254147965
2022-06-16T00:00:00.000Z,128.1741943359375,130.470412336112,127.16897960199907,130.16490958303865,108123900,0,2022,6,16,1.1854381347318908E-6,133.46632385253906,131.51703186035155,142.28527323404947,6.31775574085203,6.939601025853111
2022-06-17T00:00:00.000Z,129.6524658203125,131.15043105016284,127.92783964673345,128.18407944512376,134520300,1,2022,6,17,9.638133859373827E-7,128.1741943359375,130.41918029785157,141.46467997233074,4.26337042350826,6.9290255021280425
2022-06-21T00:00:00.000Z,133.89999389648438,135.07274229839362,131.38697879244958,131.48551985360913,81000500,1,2022,6,21,1.6530761402273366E-6,129.6524658203125,131.2056091308594,140.76136169433593,2.5850356767988916,6.5693192813283945
2022-06-22T00:00:00.000Z,133.38751220703125,135.7625572241762,131.96838893721528,132.83561923956722,73409200,0,2022,6,22,1.8170408096945785E-6,133.89999389648438,131.71609802246093,140.21243743896486,2.2462923712508194,6.470511943871983
2022-06-23T00:00:00.000Z,136.26515197753906,136.58050430327893,133.663431380625,134.83617932682697,72433800,1,2022,6,23,1.8812371017058206E-6,133.38751220703125,132.27586364746094,139.6789515177409,2.79815492846239,6.090758320737012
2022-06-24T00:00:00.000Z,139.60601806640625,139.85239321545572,137.74342254109405,137.87152739306867,89116800,1,2022,6,24,1.5665510663130436E-6,136.26515197753906,134.56222839355468,139.51995747884115,3.835594178329711,6.025832215152275
2022-06-27T00:00:00.000Z,139.60601806640625,141.40948596195392,138.92602024902237,140.63093206993196,70207900,0,2022,6,27,1.9884659428127925E-6,139.60601806640625,136.55293884277344,139.49039204915366,4.47684218513104,6.023068787547926
2022-06-28T00:00:00.000Z,135.44720458984375,141.34049395514106,135.328949330103,140.06920480029078,67083400,0,2022,6,28,2.019086757526359E-6,139.60601806640625,136.8623809814453,139.1727315266927,3.5464906342341043,5.97483342837316
2022-06-29T00:00:00.000Z,137.2112579345703,138.63038134531047,134.6883785543866,135.46693252662052,66242400,1,2022,6,29,2.07135094644171E-6,135.44720458984375,137.62713012695312,138.96544799804687,2.4970277171370396,5.929751002209939
2022-06-30T00:00:00.000Z,134.73764038085938,136.36371032139607,131.83041667995218,135.25995448479154,98964500,0,2022,6,30,1.3614744719657995E-6,137.2112579345703,137.32162780761718,138.55416514078777,2.369068697930567,5.773641389179214
2022-07-01T00:00:00.000Z,136.9155731201172,137.02397877335144,133.6929974092828,134.06747736246527,71051600,1,2022,7,1,1.926987894996273E-6,134.73764038085938,136.78353881835938,138.49207763671876,1.8980236844189744,5.78115922950338
2022-07-05T00:00:00.000Z,139.50746154785156,139.5567395850138,134.9445889899598,135.77242091666662,73353800,1,2022,7,5,1.9018436883685858E-6,136.9155731201172,136.76382751464843,138.63037567138673,2.0465314549663214,5.753170918432923
2022-07-06T00:00:00.000Z,140.84776306152344,142.0303609345011,139.0344453204545,139.3005347290775,74064300,1,2022,7,6,1.9016957300821507E-6,139.50746154785156,137.84393920898438,138.8054672241211,2.291041375634636,5.737517133152443
2022-07-07T00:00:00.000Z,144.22801208496094,144.42510918824107,141.20251816632623,141.21236775834944,66253700,1,2022,7,7,2.1769050194171938E-6,140.84776306152344,139.2472900390625,138.91190083821616,3.3399341960584863,5.80946700432696
2022-07-08T00:00:00.000Z,144.90802001953125,145.41063501342293,142.89760515660754,143.15382993164704,64547800,1,2022,7,8,2.244972253423529E-6,144.22801208496094,141.28136596679687,139.13133900960287,3.8193151750566416,5.909990232161777
2022-07-11T00:00:00.000Z,142.7694854736328,144.51382597051048,141.69529329047643,143.55788906254995,63141600,0,2022,7,11,2.2611002171885543E-6,144.90802001953125,142.4521484375,139.27423553466798,3.777428030971121,5.945482792182645
2022-07-12T00:00:00.000Z,143.74513244628906,146.29757564571045,142.946879286725,143.6465763614465,77588800,1,2022,7,12,1.8526531206345383E-6,142.7694854736328,143.2996826171875,139.34256388346355,2.8949330992064923,5.985907570189635
2022-07-13T00:00:00.000Z,143.3804931640625,144.32656535504097,140.05934579014044,140.91674157030096,71185600,0,2022,7,13,2.014178333315481E-6,143.74513244628906,143.8062286376953,139.20623779296875,1.930443144911316,5.839193438140041
2022-07-14T00:00:00.000Z,146.31727600097656,146.79031208077845,141.17296164080028,141.9909289473083,78140700,1,2022,7,14,1.8724848382594033E-6,143.3804931640625,144.22408142089844,139.19408315022787,1.7166316435707873,5.823454060447307
2022-07-15T00:00:00.000Z,147.9926300048828,148.67262785570932,146.05119253188846,147.6082853549652,76259900,1,2022,7,15,1.9406349864723506E-6,146.31727600097656,144.84100341796875,139.2420440673828,1.82916221286123,5.891682767441145
2022-07-18T00:00:00.000Z,144.93759155273438,149.37234459214557,144.5729460772953,148.55437722703743,81420900,0,2022,7,18,1.7801030393023705E-6,147.9926300048828,145.27462463378907,139.10604451497395,1.814172794521003,5.702295871057553
2022-07-19T00:00:00.000Z,148.8105926513672,149.03725358197892,144.7798987508147,145.77524895701922,82982400,1,2022,7,19,1.7932789682073208E-6,144.93759155273438,146.2877166748047,139.29066111246746,2.350260184743182,5.927053548844723
2022-07-20T00:00:00.000Z,150.82101440429688,151.49116267268522,148.18972944635095,148.9288549414216,64823400,1,2022,7,20,2.326644612968417E-6,148.8105926513672,147.77582092285155,139.51732533772787,2.7687747392275215,6.236156423094003
2022-07-21T00:00:00.000Z,153.09751892089844,153.3143302483906,149.73695838231532,152.25983742490192,65086600,1,2022,7,21,2.352212574030575E-6,150.82101440429688,149.13186950683593,139.73544921875,3.368744633588897,6.594883249809901
2022-07-22T00:00:00.000Z,151.8557891845703,154.01403798046638,151.18565597102892,153.13694301712763,66675400,0,2022,7,22,2.277538480227645E-6,153.09751892089844,149.90450134277344,139.93681996663412,2.969655963689234,6.8732648394805
2022-07-25T00:00:00.000Z,150.73233032226562,152.7920231935369,150.07204665223094,151.7769586670234,53623900,0,2022,7,25,2.810916966544127E-6,151.8557891845703,151.06344909667968,140.27550354003907,2.735031545980254,7.150379625808905
2022-07-26T00:00:00.000Z,149.4019317626953,150.8703183745743,148.61352809160934,150.05235088160816,55138700,0,2022,7,26,2.7095657272060333E-6,150.73233032226562,151.1817169189453,140.75084381103517,2.6341499069881547,7.270316313786622
2022-07-27T00:00:00.000Z,154.51663208007812,155.04881082380393,149.9537745387539,150.36768298523742,78620700,1,2022,7,27,1.9653428687365812E-6,149.4019317626953,151.92084045410155,141.5691365559896,2.0097906603340197,7.395253264710534
2022-07-28T00:00:00.000Z,155.06854248046875,155.3543310693815,152.17116799178928,154.70389699283152,81378700,1,2022,7,28,1.9055175676248055E-6,154.51663208007812,152.31504516601564,142.37691904703777,2.0977339776785238,7.50503671153465
2022-07-29T00:00:00.000Z,160.15370178222656,161.25747271207914,157.18735030288008,158.90212681060993,101786900,1,2022,7,29,1.573421548177875E-6,155.06854248046875,153.97462768554686,143.26649831136066,3.5371827006760945,7.979103019485869
2022-08-01T00:00:00.000Z,159.16822814941406,161.21807160961242,158.55722246790594,158.67547775141105,67829400,0,2022,8,1,2.3465964338386314E-6,160.15370178222656,155.66180725097655,144.29963277180988,4.107022099483676,7.96410661921894
2022-08-02T00:00:00.000Z,157.68995666503906,160.05516729364513,157.31547663627524,157.77866315380257,59907000,0,2022,8,2,2.6322459256020007E-6,159.16822814941406,157.3194122314453,145.23421579996744,4.0933307232250185,7.8299617830380335
2022-08-03T00:00:00.000Z,163.72125244140625,164.17457438761855,158.41925333428367,158.50794479712317,82507500,1,2022,8,3,1.9843196368985396E-6,157.68995666503906,159.16033630371095,146.22825775146484,4.616140171692385,8.224444431033675
2022-08-04T00:00:00.000Z,163.4058837890625,164.76587969298566,162.04588788513934,163.60298093980023,55474100,0,2022,8,4,2.945624783260341E-6,163.72125244140625,160.8278045654297,147.22887013753254,3.657403487931028,8.43177985773886
2022-08-05T00:00:00.000Z,163.17889404296875,163.6723288419394,160.85974446443265,161.06699370571175,56697000,0,2022,8,5,2.878086918936959E-6,163.4058837890625,161.43284301757814,148.12599487304686,3.2942013513764192,8.653896069903071
2022-08-08T00:00:00.000Z,162.7052001953125,165.60659947941937,162.04399931317954,164.18550472324978,60276900,0,2022,8,8,2.699296085155549E-6,163.17889404296875,162.1402374267578,148.89596761067708,2.4003877819475252,8.8939830125806
2022-08-09T00:00:00.000Z,162.75453186035156,163.6427235312398,161.10646144310655,161.86635524789833,63135500,1,2022,8,9,2.577860820938324E-6,162.7052001953125,163.1531524658203,149.66758473714194,2.3706728405125137,9.062769485830549
2022-08-10T00:00:00.000Z,167.01780700683594,167.11648492615134,164.70852083002953,165.47827786948693,70170500,1,2022,8,10,2.3801712543994406E-6,162.75453186035156,163.81246337890624,150.71993815104167,2.7435940023565792,9.186698596316722
2022-08-11T00:00:00.000Z,166.2776641845703,168.74483818248612,165.9816002931334,167.8270416248752,57149200,0,2022,8,11,2.909536164715697E-6,167.01780700683594,164.3868194580078,151.688818359375,1.754357046132805,9.245435097812242
2022-08-12T00:00:00.000Z,169.84027099609375,169.9093440404782,167.1757109224635,167.59020942251294,68039400,1,2022,8,12,2.4962047136819805E-6,166.2776641845703,165.7190948486328,152.8589060465495,2.747526747431275,9.247410963636804
2022-08-15T00:00:00.000Z,170.91595458984375,171.11332550526615,169.10011807446065,169.26788410549148,54091700,1,2022,8,15,3.159744555816211E-6,169.84027099609375,167.36124572753906,153.99225209554035,3.39869213623275,9.309351278687926
2022-08-16T00:00:00.000Z,170.758056640625,171.4291358420734,169.40605002056787,170.5113392247935,56377100,0,2022,8,16,3.0288549187635583E-6,170.91595458984375,168.96195068359376,155.0339385986328,3.518664353084557,9.380806408579382
2022-08-17T00:00:00.000Z,172.2581024169922,173.83708484024334,170.30410470369227,170.50147562429416,79542000,1,2022,8,17,2.1656244803624775E-6,170.758056640625,170.010009765625,156.08094991048176,3.3413207341766022,9.495050615688058
2022-08-18T00:00:00.000Z,171.8633270263672,172.60347919281742,170.84685258911696,171.46858522763415,62290100,0,2022,8,18,2.759079324425024E-6,172.2581024169922,171.12714233398438,157.00212707519532,2.330815787613598,9.644826862299967
2022-08-19T00:00:00.000Z,169.2678680419922,171.45871962967124,169.06061881248345,170.75803562921558,70346300,0,2022,8,19,2.406208543192637E-6,171.8633270263672,171.01266174316407,157.81412200927736,2.008424648729896,9.616901023736547
2022-08-22T00:00:00.000Z,165.36972045898438,167.629644866865,164.94535876639668,167.4618788678898,69026800,0,2022,8,22,2.3957320991120026E-6,169.2678680419922,169.90341491699218,158.56746317545574,2.308498269952397,9.276925519569957
2022-08-23T00:00:00.000Z,165.03419494628906,166.49477276056035,164.46180878530728,164.88617053329148,54147100,0,2022,8,23,3.0478861277203963E-6,165.36972045898438,168.758642578125,159.2770985921224,2.9912152339017943,8.911032922416384
2022-08-24T00:00:00.000Z,165.3302764892578,165.90266271137483,164.06708450197766,165.12304228892702,53841500,1,2022,8,24,3.0706848154166917E-6,165.03419494628906,167.37307739257812,160.00875803629557,3.2393556105168244,8.449990526088905
2022-08-25T00:00:00.000Z,167.7974395751953,167.9059958352742,166.13950584864693,166.56385255540565,51218200,1,2022,8,25,3.276129180158524E-6,165.3302764892578,166.55989990234374,160.72476348876953,3.093700241800445,8.154742268259795
2022-08-26T00:00:00.000Z,161.47158813476562,168.80403659370677,161.41237837214825,168.33034343433388,78961000,0,2022,8,26,2.044953687703621E-6,167.7974395751953,165.00064392089843,161.17406209309897,3.369755618981813,7.792324404923266
2022-08-29T00:00:00.000Z,159.26101684570312,160.76104775775735,157.72150271792214,159.0340260013609,73314000,0,2022,8,29,2.172313839726425E-6,161.47158813476562,163.77890319824218,161.6515096028646,3.4487947668298404,7.17776103811542
