Date,Close_AAPL,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL,priceAboveYesterday,year,month,day,priceToVolume,Close_price_lag_1,Close_avg_5_days,Close_avg_30_days,volatility_7_days,volatility_30_days
2022-03-08T00:00:00.000Z,154.92959594726562,160.28285666328267,153.3157466151268,156.28759642734667,131148300,0,2022,3,8,1.1813313321428156E-6,0.0,154.92959594726562,154.92959594726562,0.0,0.0
2022-03-09T00:00:00.000Z,160.35174560546875,160.80441747377364,156.8681978086355,158.90518367729157,91454900,1,2022,3,9,1.7533423097665488E-6,154.92959594726562,157.6406707763672,157.6406707763672,3.8340387919237506,3.8340387919237506
2022-03-10T00:00:00.000Z,155.9923858642578,157.83256370946663,153.49287802702014,157.64559087729302,105342000,0,2022,3,10,1.4808185326295098E-6,160.35174560546875,157.09124247233072,157.09124247233072,2.87324574528828,2.87324574528828
2022-03-11T00:00:00.000Z,152.26280212402344,156.74025467661986,152.03647371376925,156.39582947431037,96970100,0,2022,3,11,1.570203620745193E-6,155.9923858642578,155.8841323852539,155.8841323852539,3.366326354425831,3.366326354425831
2022-03-14T00:00:00.000Z,148.2183380126953,151.66253001815127,147.70664029732,149.035105347276,108732100,0,2022,3,14,1.3631516177163443E-6,152.26280212402344,154.3509735107422,154.3509735107422,4.500221718520836,4.500221718520836
2022-03-15T00:00:00.000Z,152.61708068847656,153.0894378821165,147.9821902189739,148.49388798885315,92964300,1,2022,3,15,1.6416740693844472E-6,148.2183380126953,153.8884704589844,154.0619913736979,4.086888849217868,4.086888849217868
2022-03-16T00:00:00.000Z,157.04530334472656,157.44876942008187,151.99711238572482,154.54581073699606,102300200,1,2022,3,16,1.5351417039724905E-6,152.61708068847656,153.22718200683593,154.48817879813058,3.8974778725174235,3.8974778725174235
2022-03-17T00:00:00.000Z,158.0588836669922,158.4328293113158,155.1165693039783,156.08093884327653,75615400,1,2022,3,17,2.090300172544114E-6,157.04530334472656,153.6404815673828,154.93451690673828,4.12912756177132,3.822829808317496
2022-03-18T00:00:00.000Z,161.3653106689453,161.85733809568418,157.21259798603037,157.9506391261387,123511700,1,2022,3,18,1.3064779342276506E-6,158.0588836669922,155.4609832763672,155.64904954698352,4.361932368852699,4.169206917535152
2022-03-21T00:00:00.000Z,162.7429962158203,163.69753062342352,160.410776006235,160.90280343219604,95811400,1,2022,3,21,1.6985765390738505E-6,161.3653106689453,158.36591491699218,156.3584442138672,5.252578413604602,4.525851202641385
2022-03-22T00:00:00.000Z,166.1281280517578,166.71855188517935,162.28047042303692,162.87089425645846,81532000,1,2022,3,22,2.037581907125519E-6,162.7429962158203,161.06812438964843,157.24659729003906,6.129913158418034,5.206915685072559
2022-03-23T00:00:00.000Z,167.4959716796875,169.88721760148997,164.9767788153055,165.3113688542094,98062700,1,2022,3,23,1.7080497648921301E-6,166.1281280517578,163.15825805664062,158.10071182250977,5.258142434321264,5.77939321507336
2022-03-24T00:00:00.000Z,171.2944793701172,171.363355419427,167.49602606341412,168.3324638935431,90131400,1,2022,3,24,1.9004972669914945E-6,167.4959716796875,165.8053771972656,159.11561701847955,5.164108839329995,6.633879735497987
2022-03-25T00:00:00.000Z,171.93405151367188,172.4851197852727,169.99546240540764,171.10744910627062,80546200,1,2022,3,25,2.1346016511476874E-6,171.2944793701172,167.91912536621095,160.03121948242188,5.153959543431459,7.235999728071525
2022-03-28T00:00:00.000Z,172.800048828125,172.92796575635768,169.25744513309817,169.42473266654576,90371900,1,2022,3,28,1.9120993232202155E-6,171.93405151367188,169.93053588867187,160.88247477213542,4.547303155727615,7.712927303171768
2022-03-29T00:00:00.000Z,176.10647583007812,176.1556665638957,173.52824171831267,173.87266694795463,100589400,1,2022,3,29,1.750745862189039E-6,172.800048828125,171.92620544433595,161.83397483825684,4.5488221840135346,8.367134262000544
2022-03-30T00:00:00.000Z,174.93540954589844,176.74606660387158,173.88246380150596,175.70297101646278,92633200,0,2022,3,30,1.8884742138444795E-6,176.10647583007812,173.41409301757812,162.60464746811812,3.647516685283421,8.702315462826018
2022-03-31T00:00:00.000Z,171.82583618164062,175.19130232369773,171.61917803441048,175.00432947989117,103049300,0,2022,3,31,1.6674139094747915E-6,174.93540954589844,173.5203643798828,163.11693572998047,2.7725138008982375,8.717767945526006
2022-04-01T00:00:00.000Z,171.5305938720703,172.09151232886626,169.1983887454629,171.25505972274473,78751300,0,2022,4,1,2.1781303149544236E-6,171.82583618164062,173.4396728515625,163.55975984272203,1.8695776345075674,8.689249417191611
2022-04-04T00:00:00.000Z,175.59475708007812,175.64396282770502,171.65853751770197,171.7864694584347,76468400,1,2022,4,4,2.296304840693386E-6,171.5305938720703,173.9986145019531,164.16150970458983,1.9518479634014956,8.875317928754576
2022-04-05T00:00:00.000Z,172.26864624023438,175.45698948199342,171.6388517127187,174.66974256872732,73401800,0,2022,4,5,2.346926727140675E-6,175.59475708007812,173.23104858398438,164.54756382533483,1.9098250135841766,8.829637500298443
2022-04-06T00:00:00.000Z,169.09010314941406,170.8614044265347,167.41721333815406,169.61165088441604,89058800,0,2022,4,6,1.8986344207356719E-6,172.26864624023438,172.0619873046875,164.75404288552025,2.5648609637102107,8.671097837874548
2022-04-07T00:00:00.000Z,169.3951873779297,170.5957353976524,167.14170856316215,168.43081790840108,77594700,1,2022,4,7,2.1830767742890904E-6,169.09010314941406,171.57585754394532,164.95583177649456,2.4851455431562557,8.526830336151491
2022-04-08T00:00:00.000Z,167.37786865234375,169.04092358061774,166.50206052636017,169.04092358061774,76575500,0,2022,4,8,2.185788779078736E-6,169.3951873779297,170.7453125,165.05674997965494,2.6778963207774686,8.35404670962514
2022-04-11T00:00:00.000Z,163.10708618164062,166.33478478538393,162.8610724769926,166.0198950514866,72246700,0,2022,4,11,2.257640642155844E-6,167.37786865234375,168.2477783203125,164.97876342773438,3.9579051960295812,8.187443025705187
2022-04-12T00:00:00.000Z,164.98663330078125,167.1613860255376,163.98289318870957,165.34089363354275,79265200,1,2022,4,12,2.0814510440998226E-6,163.10708618164062,166.79137573242187,164.97906611515924,4.234878928682459,8.022023232907854
2022-04-13T00:00:00.000Z,167.68295288085938,168.31274743098942,164.11084372073287,164.72095296806577,70618900,1,2022,4,13,2.3744769867678392E-6,164.98663330078125,166.50994567871095,165.07921006944446,3.0066548579743992,7.883433565838961
2022-04-14T00:00:00.000Z,162.6544189453125,168.5390777375964,162.4084052337266,167.8994330781819,75329400,0,2022,4,14,2.1592421942204835E-6,167.68295288085938,165.1617919921875,164.99261038643974,2.758131054749211,7.749626682322552
2022-04-18T00:00:00.000Z,162.43798828125,163.9435914359988,160.961905579301,161.3063158671286,69023900,0,2022,4,18,2.3533585943600696E-6,162.6544189453125,164.17381591796874,164.9045199690194,2.7935000398894,7.624753688498494
2022-04-19T00:00:00.000Z,164.7307586669922,165.14407487442162,161.29641720934256,162.38871857930025,67723800,1,2022,4,19,2.4323909566059818E-6,162.43798828125,164.49855041503906,164.8987279256185,2.1598496795584645,7.49220632585134
2022-04-20T00:00:00.000Z,164.56349182128906,166.18719136722032,163.45152002793873,166.06909457220715,67929800,0,2022,4,20,2.422552279283747E-6,164.7307586669922,164.41392211914064,165.21985778808593,1.8151359693010292,7.2528153212282325
2022-04-21T00:00:00.000Z,163.76641845703125,168.79493971335873,163.26455585195845,166.21672062047585,87227800,0,2022,4,21,1.8774567105559381E-6,164.56349182128906,163.630615234375,165.33368021647135,1.758595297609188,7.200387623047332
2022-04-22T00:00:00.000Z,159.21023559570312,165.1932911869879,158.92486628163977,163.8057851903542,84882400,0,2022,4,22,1.875656621345569E-6,163.76641845703125,162.94177856445313,165.4409418741862,2.595386320251167,7.079386096738919
2022-04-25T00:00:00.000Z,160.28286743164062,160.56823674674308,155.9333465615322,158.55092119216803,96046400,1,2022,4,25,1.6688066125501905E-6,159.21023559570312,162.51075439453126,165.7082773844401,2.105586345018781,6.706177888060533
2022-04-26T00:00:00.000Z,154.2998046875,159.7514619922399,154.22107849702726,159.66290065876512,95623200,0,2022,4,26,1.6136231028401057E-6,160.28286743164062,160.4245635986328,165.91099294026694,3.746062090732918,6.23459286140046
2022-04-27T00:00:00.000Z,154.073486328125,157.24212936237095,152.90245856859522,153.4240064759593,88063200,0,2022,4,27,1.7495785564018228E-6,154.2998046875,158.3265625,165.95953979492188,4.5750810173942655,6.132339521486128
2022-04-28T00:00:00.000Z,161.03074645996094,161.8967195942573,156.3958411813348,156.710745963074,130216800,1,2022,4,28,1.236635721811325E-6,154.073486328125,157.77942810058593,166.092387898763,4.149194151738759,5.9736836261209385
2022-04-29T00:00:00.000Z,155.13623046875,163.54990186297132,154.74261456190868,159.25942241026976,131747600,0,2022,4,29,1.1775260457780636E-6,161.03074645996094,156.96462707519532,165.99496612548828,3.785070273951492,6.130976890199609
2022-05-02T00:00:00.000Z,155.44131469726562,155.70699870242646,150.8260949299853,154.21124610323508,123055300,1,2022,5,2,1.2631826073096049E-6,155.13623046875,155.9963165283203,165.79749959309896,2.9898651370049074,6.375744741073302
2022-05-03T00:00:00.000Z,156.93707275390625,158.14747110367338,153.82747065183054,155.62827792248643,88966500,1,2022,5,3,1.764001874344908E-6,155.44131469726562,156.52377014160157,165.60396881103514,2.837977415534818,6.557194146255904
2022-05-04T00:00:00.000Z,163.37278747558594,163.82544428980776,156.7205671988061,157.12403328379716,108256500,1,2022,5,4,1.5091268189493096E-6,156.93707275390625,158.38363037109374,165.51212412516276,3.6144088990633056,6.568885437742612
2022-05-05T00:00:00.000Z,154.270263671875,161.46370131983915,152.479276862281,161.23737293708814,130525300,0,2022,5,5,1.1819184761258928E-6,163.37278747558594,157.03153381347656,165.071267191569,3.6183534772604173,6.868143731515948
2022-05-06T00:00:00.000Z,154.99954223632812,157.12822726592017,151.94448418251287,153.74795219056614,116124600,1,2022,5,6,1.3347692240604327E-6,154.270263671875,157.0041961669922,164.5281026204427,3.500853362954039,7.002046480164359
2022-05-09T00:00:00.000Z,149.85523986816406,153.5705818622736,149.29351226682695,152.68362217522588,131577900,0,2022,5,9,1.138908888712801E-6,154.99954223632812,155.88698120117186,163.79214223225912,4.03073550759143,7.348531835421534
2022-05-10T00:00:00.000Z,152.2697296142578,154.46740731794827,150.71263648010404,153.2650950882542,115366700,1,2022,5,10,1.3198759227251694E-6,149.85523986816406,154.9535125732422,163.10779825846353,4.2396571464226245,7.436166269902495
2022-05-11T00:00:00.000Z,144.37583923339844,153.19606667734942,143.69584140711092,151.2743434971103,142689800,0,2022,5,11,1.0118161160321091E-6,152.2697296142578,151.15412292480468,162.05011037190755,5.913524654916537,7.772542422018682
2022-05-12T00:00:00.000Z,140.49298095703125,144.08020299470905,136.78750364436277,140.6999427258126,182602000,0,2022,5,12,7.693945354214699E-7,144.37583923339844,148.39866638183594,160.90202941894532,7.483131539008042,8.327553461417356
2022-05-13T00:00:00.000Z,144.97702026367188,145.95267144882655,141.03501714594583,142.49355408899086,113990900,1,2022,5,13,1.2718297711806107E-6,140.49298095703125,146.3941619873047,160.00706888834637,5.5480800026189785,8.552765200752962
2022-05-16T00:00:00.000Z,143.4297637939453,145.38106598701418,142.08948225415682,143.43962842487466,86643800,0,2022,5,16,1.6553955827646676E-6,144.97702026367188,145.10906677246095,159.07037455240885,5.25518196084341,8.782893860874323
2022-05-17T00:00:00.000Z,147.0761260986328,147.5984402531948,144.5532317399834,146.7016310302499,78336300,1,2022,5,17,1.8774964620314314E-6,143.4297637939453,144.07034606933593,158.119753519694,3.998243919557241,8.470504361861433
2022-05-18T00:00:00.000Z,138.7781982421875,145.22336538861344,137.87152447980347,144.72076550868903,109742900,0,2022,5,18,1.2645756421799268E-6,147.0761260986328,142.95081787109376,157.00340525309244,4.419413089466303,8.743966337345386
2022-05-19T00:00:00.000Z,135.3585205078125,139.6060259100609,134.61939501913687,137.8518359532745,136095600,0,2022,5,19,9.945841049072306E-7,138.7781982421875,141.92392578125,155.87901916503907,4.0629386323094945,9.287991726992066
2022-05-20T00:00:00.000Z,135.5950164794922,138.65992377824847,130.68722797221466,137.07326729810367,137426100,1,2022,5,20,9.866758678263605E-7,135.3585205078125,140.04752502441406,154.75234680175782,4.557681345425544,9.63543954701668
2022-05-23T00:00:00.000Z,141.03500366210938,141.18282274987226,135.65416330433425,135.79213279876197,117726300,1,2022,5,23,1.1979906245427688E-6,135.5950164794922,139.56857299804688,153.87425130208334,4.555895160835388,9.645508714131038
2022-05-24T00:00:00.000Z,138.3248748779297,139.91153156082976,135.3388090457555,138.76834717267448,104132700,0,2022,5,24,1.3283519478312738E-6,141.03500366210938,137.81832275390624,153.04817759195964,4.245173433835544,9.88573553733043
2022-05-25T00:00:00.000Z,138.4825897216797,139.73416502899576,136.3341899549977,136.4228814263728,92482700,1,2022,5,25,1.4973891303095573E-6,138.3248748779297,137.7592010498047,152.16470947265626,3.9707882868536095,9.966010155329311
2022-05-26T00:00:00.000Z,141.69528198242188,142.2471599393567,135.1515582804655,135.3979334424933,90601500,1,2022,5,26,1.5639396917536891E-6,138.4825897216797,139.02655334472655,151.29845377604167,2.4167701712572396,9.6964274608588
2022-05-27T00:00:00.000Z,147.47027587890625,147.50968927748528,143.1537794136971,143.2818992747781,90978500,1,2022,5,27,1.6209354504515489E-6,141.69528198242188,141.40160522460937,150.7923156738281,4.187529533078596,9.477036106108883
2022-05-31T00:00:00.000Z,146.68191528320312,148.47553371046925,144.71091395436392,146.9085912630533,103718400,0,2022,5,31,1.4142323375910459E-6,147.47027587890625,142.53098754882814,150.2671132405599,4.408229189440414,9.243097630409032
2022-06-01T00:00:00.000Z,146.55380249023438,149.53986813880326,145.53872302627965,147.72653558588104,74286600,0,2022,6,1,1.9728161268685656E-6,146.68191528320312,144.17677307128906,149.66121470133464,3.956323327726688,8.849681480464845
2022-06-02T00:00:00.000Z,149.017578125,149.07670576522273,144.7306437582719,145.6865807086683,72348100,1,2022,6,2,2.0597303609217103E-6,146.55380249023438,146.2837707519531,149.143017578125,4.451343448701618,8.390202750811824
2022-06-03T00:00:00.000Z,143.2720947265625,145.82453789756687,142.3654358987846,144.770044944171,88570300,0,2022,6,3,1.6176087777343252E-6,149.017578125,146.59913330078126,148.45987345377605,3.728118975116632,7.982940580014029
2022-06-06T00:00:00.000Z,144.02108764648438,146.41586243222446,142.79906122963087,144.89818276511863,71598400,1,2022,6,6,2.0115126545632914E-6,143.2720947265625,145.90929565429687,147.9535685221354,2.5943196416856487,7.756054501692116
2022-06-07T00:00:00.000Z,146.55380249023438,146.83959105092737,142.0106440716535,142.25701922442352,67808200,1,2022,6,7,2.16129911264765E-6,144.02108764648438,145.88367309570313,147.49593302408854,1.9727761625599884,7.400372514937185
2022-06-08T00:00:00.000Z,145.81466674804688,147.69696135392218,145.32191647725907,146.4256722718094,53950200,0,2022,6,8,2.7027641556110427E-6,146.55380249023438,145.73584594726563,147.21309509277344,1.896270764348403,7.292731277886253
2022-06-09T00:00:00.000Z,140.5718231201172,145.80482957531117,140.46341743862806,144.9474487547002,69473000,0,2022,6,9,2.023402229932739E-6,145.81466674804688,144.04669494628905,146.7630396525065,2.741452018998047,7.271339543112325
2022-06-10T00:00:00.000Z,135.1417236328125,138.7190811555441,135.07273136179253,138.24604500265073,91437900,0,2022,6,10,1.477961803943578E-6,140.5718231201172,142.42062072753907,145.9000722249349,4.543931751557798,7.05262271792477
2022-06-13T00:00:00.000Z,129.9678497314453,133.23970455320375,129.53422697538784,130.94348589502584,122207100,0,2022,6,13,1.0635049005454291E-6,135.1417236328125,139.60997314453124,145.06112620035807,6.111928053546893,7.404237627180545
2022-06-14T00:00:00.000Z,130.83506774902344,131.94868835400084,129.57362805380447,131.19971323419813,84784300,1,2022,6,14,1.543152066467771E-6,129.9678497314453,136.46622619628906,144.24091796875,7.003718726110235,7.575617625638049
